i,j,x,y,old,new
300,523,-0.9517599,1.08762,2,5
300,1486,-2.6547985,1.9871213,2,5
300,1487,-2.656567,1.9880552,2,5
301,44,-0.1047512,0.64220154,2,5
301,511,-0.9306277,1.0784082,2,5
301,512,-0.9323962,1.0793424,2,5
301,513,-0.9341647,1.0802765,2,5
301,514,-0.93593305,1.0812105,2,5
301,515,-0.9377016,1.0821445,2,5
301,516,-0.9394701,1.0830786,2,5
301,517,-0.9412386,1.0840127,2,5
301,518,-0.943007,1.0849468,2,5
301,519,-0.9447755,1.0858808,2,5
301,520,-0.946544,1.0868149,2,5
301,521,-0.9483124,1.0877489,2,5
301,522,-0.9500809,1.088683,2,5
301,523,-0.9518494,1.089617,2,5
301,524,-0.9536178,1.0905511,2,5
301,525,-0.9553863,1.0914851,2,5
301,526,-0.9571548,1.0924193,2,5
301,1488,-2.658425,1.9909866,2,5
301,1489,-2.6601934,1.9919206,2,5
302,43,-0.103072226,0.64326453,2,5
302,514,-0.9360225,1.0832076,2,5
302,515,-0.93779105,1.0841416,2,5
302,516,-0.9395596,1.0850757,2,5
302,517,-0.94132805,1.0860097,2,5
302,518,-0.94309646,1.0869439,2,5
302,519,-0.944865,1.0878779,2,5
302,520,-0.94663346,1.0888119,2,5
302,521,-0.94840187,1.089746,2,5
302,522,-0.95017034,1.0906801,2,5
302,523,-0.95193887,1.0916141,2,5
302,524,-0.9537073,1.0925481,2,5
302,525,-0.95547575,1.0934823,2,5
302,526,-0.9572443,1.0944163,2,5
302,527,-0.95901275,1.0953504,2,5
302,528,-0.96078116,1.0962844,2,5
302,1491,-2.6638198,1.9957857,2,5
303,43,-0.10316172,0.6452615,2,5
303,516,-0.9396491,1.0870727,2,5
303,517,-0.9414176,1.0880067,2,5
303,518,-0.943186,1.0889409,2,5
303,519,-0.9449545,1.0898749,2,5
303,520,-0.946723,1.0908089,2,5
303,521,-0.9484914,1.091743,2,5
303,522,-0.95025986,1.0926771,2,5
303,523,-0.9520284,1.0936111,2,5
303,524,-0.9537968,1.0945451,2,5
303,525,-0.9555653,1.0954792,2,5
303,526,-0.9573338,1.0964133,2,5
303,527,-0.9591023,1.0973474,2,5
303,531,-0.9661761,1.1010835,0,5
303,1493,-2.6674461,1.9996507,2,5
303,1494,-2.669215,2.0005848,2,5
303,1515,-2.7063527,2.0202003,0,5
304,519,-0.945044,1.0918719,2,5
304,520,-0.94681245,1.0928059,2,5
304,521,-0.94858086,1.09374,2,5
304,522,-0.95034933,1.0946741,2,5
304,523,-0.95211786,1.0956081,2,5
304,524,-0.9538863,1.0965421,2,5
304,525,-0.95565474,1.0974762,2,5
304,526,-0.95742327,1.0984102,2,5
304,527,-0.95919174,1.0993444,2,5
304,1495,-2.6710727,2.003516,2,5
304,1496,-2.672841,2.00445,2,5
305,42,-0.101572245,0.64832145,2,5
305,521,-0.9486704,1.095737,2,5
305,522,-0.95043886,1.0966711,2,5
305,523,-0.9522074,1.0976051,2,5
305,524,-0.9539758,1.0985391,2,5
305,525,-0.95574427,1.0994732,2,5
305,526,-0.9575128,1.1004072,2,5
305,1497,-2.674699,2.0073812,2,5
305,1498,-2.6764674,2.008315,2,5
306,42,-0.10166174,0.6503185,2,5
306,524,-0.95406526,1.1005362,2,5
306,525,-0.95583373,1.1014702,2,5
306,526,-0.95760226,1.1024044,2,5
306,1499,-2.6783254,2.0112462,2,5
306,1500,-2.6800942,2.0121803,2,5
307,41,-0.09998277,0.6513815,2,5
307,1502,-2.6837206,2.0160456,2,5
308,41,-0.100072265,0.6533785,2,5
308,1504,-2.687347,2.0199106,2,5
308,1505,-2.6891155,2.0208447,2,5
309,40,-0.09839328,0.6544414,2,5
309,1506,-2.6909733,2.0237758,2,5
309,1507,-2.6927419,2.0247097,2,5
310,40,-0.09848278,0.65643847,2,5
311,39,-0.09680381,0.6575014,2,5
311,1507,-2.692921,2.0287037,5,2
312,39,-0.096893296,0.6594984,2,5
312,1507,-2.6930103,2.0307007,5,2
313,38,-0.09521433,0.6605614,2,5
313,1008,-1.8106322,1.5666012,0,5
313,1507,-2.6930997,2.032698,5,2
314,38,-0.095303826,0.66255844,2,5
314,1024,-1.8390174,1.5835433,2,5
314,1506,-2.6914208,2.033761,5,2
315,37,-0.09362485,0.66362137,2,5
315,1506,-2.6915102,2.035758,5,2
316,37,-0.09371434,0.66561836,2,5
316,1505,-2.6898315,2.036821,5,2
317,36,-0.09203537,0.66668135,2,5
317,1505,-2.689921,2.038818,5,2
318,36,-0.092124864,0.66867834,2,5
318,1504,-2.6882417,2.0398808,5,2
319,21,-0.06568728,0.65666443,0,5
319,35,-0.09044589,0.6697413,2,5
319,1504,-2.6883314,2.0418777,5,2
320,35,-0.09053539,0.6717384,2,5
320,1503,-2.6866524,2.0429409,5,2
321,34,-0.088856414,0.6728013,2,5
321,519,-0.94656545,1.1258212,5,2
321,1503,-2.6867418,2.0449378,5,2
322,34,-0.08894591,0.6747983,2,5
322,521,-0.9501918,1.1296864,0,5
322,1502,-2.6850631,2.0460007,5,2
323,33,-0.08726693,0.67586124,2,5
323,518,-0.9449759,1.1288812,5,2
323,1502,-2.6851525,2.0479977,5,2
324,33,-0.087356426,0.6778583,2,5
324,1501,-2.6834736,2.0490608,5,2
325,32,-0.08567745,0.6789213,2,5
325,517,-0.9433865,1.1319412,5,2
325,1501,-2.683563,2.0510578,5,2
326,32,-0.08576695,0.6809183,2,5
326,1500,-2.681884,2.0521207,5,2
327,31,-0.084087975,0.68198127,2,5
327,32,-0.085856445,0.68291533,2,5
327,516,-0.941797,1.1350012,5,2
327,1500,-2.6819737,2.0541177,5,2
328,31,-0.08417747,0.6839783,2,5
328,1499,-2.6802943,2.0551805,5,2
329,30,-0.08249849,0.68504125,2,5
329,31,-0.08426697,0.6859753,2,5
329,515,-0.9402075,1.138061,5,2
329,1499,-2.6803837,2.0571775,5,2
330,30,-0.08258799,0.68703824,2,5
330,1498,-2.678705,2.0582407,5,2
331,30,-0.08267748,0.6890353,2,5
331,514,-0.93861794,1.1411211,5,2
331,1498,-2.6787944,2.0602376,5,2
332,29,-0.08099851,0.6900982,2,5
332,998,-1.7946478,1.5952039,5,0
332,1497,-2.6771157,2.0613008,5,2
333,29,-0.08108801,0.6920952,2,5
333,513,-0.9370286,1.144181,5,2
333,1497,-2.677205,2.0632977,5,2
334,28,-0.07940903,0.6931582,2,5
334,1496,-2.675526,2.0643606,5,2
334,1497,-2.6772945,2.0652947,5,2
335,28,-0.07949853,0.69515526,2,5
335,512,-0.93543905,1.1472411,5,2
335,1014,-1.8232119,1.6161399,2,5
335,1496,-2.6756155,2.0663576,5,2
335,1498,-2.6791525,2.0682259,5,0
336,27,-0.077819556,0.6962182,2,5
336,1495,-2.6739366,2.0674205,5,2
336,1496,-2.675705,2.0683546,5,2
337,27,-0.07790905,0.6982152,2,5
337,1013,-1.8216226,1.6192,2,5
337,1495,-2.674026,2.0694175,5,2
338,11,-0.049702987,0.6852672,0,5
338,26,-0.07623007,0.6992781,2,5
338,1495,-2.6741157,2.0714145,5,2
339,26,-0.07631957,0.70127517,2,5
339,1012,-1.820033,1.6222599,2,5
339,1494,-2.6724367,2.0724776,5,2
340,25,-0.074640594,0.70233816,2,5
340,1494,-2.6725264,2.0744746,5,2
341,25,-0.07473009,0.70433515,2,5
341,511,-0.93420756,1.1582891,5,0
341,1011,-1.8184435,1.6253198,2,5
341,1493,-2.670847,2.0755374,5,2
342,24,-0.07305112,0.70539814,2,5
342,509,-0.9307601,1.158418,5,2
342,1493,-2.6709363,2.0775347,5,2
343,24,-0.07314061,0.70739514,2,5
343,1010,-1.8168541,1.6283798,2,5
343,1492,-2.6692576,2.0785975,5,2
344,23,-0.07146163,0.70845807,2,5
344,508,-0.9291706,1.1614779,5,2
344,1492,-2.669347,2.0805945,5,2
345,23,-0.07155113,0.71045506,2,5
345,1009,-1.8152646,1.6314397,2,5
345,1491,-2.667668,2.0816574,5,2
346,22,-0.069872156,0.71151805,2,5
346,507,-0.9275811,1.1645379,5,2
346,1491,-2.6677577,2.0836546,5,2
347,22,-0.06996165,0.7135151,2,5
347,990,-1.7818427,1.6176867,5,0
347,1008,-1.813675,1.6344998,2,5
347,1490,-2.6660786,2.0847175,5,2
348,21,-0.06828268,0.71457803,2,5
348,22,-0.07005115,0.7155121,2,5
348,506,-0.92599165,1.167598,5,2
348,1490,-2.6661682,2.0867145,5,2
349,21,-0.068372175,0.716575,2,5
349,989,-1.780253,1.6207466,5,0
349,1007,-1.8120857,1.6375598,2,5
349,1489,-2.6644893,2.0877776,5,2
350,20,-0.066693194,0.717638,2,5
350,21,-0.06846167,0.7185721,2,5
350,505,-0.9244022,1.1706579,5,2
350,1489,-2.6645787,2.0897746,5,2
351,20,-0.06678269,0.719635,2,5
351,988,-1.7786636,1.6238067,5,0
351,1006,-1.8104961,1.6406198,2,5
351,1488,-2.6629,2.0908375,5,2
352,20,-0.06687219,0.721632,2,5
352,504,-0.92281264,1.1737179,5,2
352,1488,-2.6629894,2.0928345,5,2
353,19,-0.06519321,0.72269505,2,5
353,987,-1.7770741,1.6268666,5,0
353,1005,-1.8089067,1.6436799,2,5
353,1487,-2.6613102,2.0938973,5,2
354,19,-0.06528271,0.72469205,2,5
354,503,-0.9212232,1.1767778,5,2
354,1487,-2.6613998,2.0958943,5,2
354,1488,-2.6631684,2.0968287,0,5
355,2,-0.03530818,0.71081,5,0
355,18,-0.06360373,0.725755,2,5
355,983,-1.7701793,1.6271244,0,5
355,1004,-1.8073173,1.6467397,2,5
355,1486,-2.6597207,2.0969574,5,2
355,1487,-2.6614892,2.0978913,5,2
356,18,-0.063693225,0.727752,2,5
356,502,-0.91963375,1.1798378,5,2
356,979,-1.7631949,1.6253853,0,5
356,980,-1.7649634,1.6263193,0,5
356,1004,-1.8074068,1.6487367,2,5
356,1486,-2.6598103,2.0989544,5,2
357,0,-0.03195023,0.7129359,0,5
357,17,-0.06201426,0.72881496,2,5
357,976,-1.757979,1.6245801,0,5
357,1003,-1.8057277,1.6497996,2,5
357,1485,-2.6581314,2.1000175,5,2
357,1486,-2.6598997,2.1009514,5,2
357,1969,-3.514072,2.5521033,0,5
358,17,-0.062103752,0.73081195,2,5
358,501,-0.9180442,1.1828978,5,2
358,975,-1.7563001,1.625643,5,4
358,1003,-1.8058172,1.6517966,2,5
358,1485,-2.6582208,2.1020145,5,2
358,1965,-3.5070872,2.550364,0,5
358,1966,-3.5088558,2.5512981,0,5
359,16,-0.060424775,0.7318749,2,5
359,17,-0.06219325,0.73280895,2,5
359,1002,-1.8041382,1.6528597,2,5
359,1485,-2.6583104,2.1040115,5,2
359,1961,-3.5001032,2.5486248,0,5
359,1962,-3.5018716,2.5495586,0,5
359,1963,-3.5036402,2.5504928,0,5
360,16,-0.06051427,0.73387194,2,5
360,500,-0.91645485,1.1859578,5,2
360,501,-0.9182232,1.1868918,5,0
360,978,-1.7617844,1.6324391,5,4
360,1002,-1.8042277,1.6548567,2,5
360,1484,-2.6566312,2.1050744,5,2
360,1958,-3.494887,2.5478196,0,5
360,1959,-3.4966555,2.5487537,0,5
361,15,-0.058835298,0.7349349,2,5
361,16,-0.06060377,0.735869,2,5
361,1001,-1.8025486,1.6559196,2,5
361,1484,-2.6567206,2.1070714,5,2
361,1954,-3.4879026,2.5460804,0,5
361,1955,-3.4896712,2.5470145,0,5
361,1956,-3.4914396,2.5479484,0,5
362,15,-0.058924794,0.7369319,2,5
362,499,-0.9148653,1.1890178,5,2
362,981,-1.767269,1.6392355,5,4
362,1001,-1.8026382,1.6579165,2,5
362,1483,-2.655042,2.1081343,5,2
362,1950,-3.4809184,2.544341,0,4
362,1951,-3.4826868,2.5452752,0,5
362,1952,-3.4844553,2.5462093,0,5
363,15,-0.05901429,0.7389289,2,5
363,499,-0.91495484,1.1910148,5,2
363,1000,-1.8009592,1.6589797,2,5
363,1483,-2.6551313,2.1101313,5,2
363,1947,-3.4757023,2.543536,0,4
363,1948,-3.4774709,2.5444698,0,4
363,1949,-3.4792395,2.545404,5,4
363,1950,-3.4810078,2.546338,5,4
363,1951,-3.4827762,2.5472722,5,4
363,1952,-3.4845448,2.5482063,5,4
364,14,-0.057335317,0.7399919,2,5
364,498,-0.9132758,1.1920778,5,2
364,984,-1.7727534,1.6460317,5,4
364,1000,-1.8010488,1.6609766,2,5
364,1482,-2.6534524,2.1111944,5,2
364,1944,-3.4704866,2.5427308,0,4
364,1948,-3.4775605,2.546467,5,4
364,1949,-3.479329,2.5474012,5,4
364,1950,-3.4810975,2.5483353,5,4
364,1951,-3.4828658,2.5492692,5,4
364,1952,-3.4846344,2.5502033,5,4
364,1953,-3.4864028,2.5511374,5,4
365,14,-0.057424814,0.7419889,2,5
365,498,-0.9133653,1.1940747,5,2
365,1482,-2.6535418,2.1131914,5,2
365,1949,-3.4794185,2.5493982,5,4
365,1950,-3.4811869,2.5503323,5,4
365,1951,-3.4829552,2.5512662,5,4
365,1952,-3.4847238,2.5522003,5,4
365,1953,-3.4864922,2.5531344,5,4
365,1954,-3.4882607,2.5540683,5,4
365,1955,-3.4900293,2.5550025,5,4
366,13,-0.055745833,0.7430518,2,5
366,497,-0.9116863,1.1951376,5,2
366,987,-1.7782376,1.6528277,5,4
366,999,-1.7994593,1.6640365,2,5
366,1481,-2.6518629,2.1142542,5,2
366,1951,-3.4830446,2.5532632,5,4
366,1952,-3.4848132,2.5541973,5,4
366,1953,-3.4865816,2.5551314,5,4
366,1954,-3.4883502,2.5560653,5,4
366,1955,-3.4901187,2.5569994,5,4
366,1956,-3.491887,2.5579336,5,4
367,13,-0.05583533,0.7450489,2,5
367,497,-0.9117758,1.1971347,5,2
367,999,-1.7995487,1.6660336,2,5
367,1481,-2.6519525,2.1162515,5,2
367,1952,-3.4849029,2.5561943,5,4
367,1953,-3.4866712,2.5571284,5,4
367,1954,-3.4884398,2.5580626,5,4
367,1955,-3.4902084,2.5589967,5,4
367,1956,-3.4919767,2.5599306,5,4
367,1957,-3.493745,2.5608644,5,4
367,1958,-3.4955137,2.5617988,5,4
368,12,-0.054156356,0.74611187,2,5
368,496,-0.9100969,1.1981977,5,2
368,990,-1.7837222,1.6596241,5,4
368,998,-1.7978697,1.6670966,2,5
368,1480,-2.6502733,2.1173143,5,2
368,1954,-3.4885292,2.5600595,5,4
368,1955,-3.4902978,2.5609937,5,4
368,1956,-3.4920661,2.5619276,5,4
368,1957,-3.4938345,2.5628617,5,4
368,1958,-3.495603,2.5637958,5,4
368,1959,-3.4973714,2.56473,5,4
369,12,-0.054245852,0.74810886,2,5
369,496,-0.9101864,1.2001947,5,2
369,998,-1.7979592,1.6690936,2,5
369,1480,-2.6503627,2.1193113,0,2
369,1955,-3.4903872,2.5629907,5,4
369,1956,-3.4921556,2.5639246,5,4
369,1957,-3.493924,2.5648587,5,4
369,1958,-3.4956925,2.5657928,5,4
369,1959,-3.4974608,2.566727,5,4
369,1960,-3.4992292,2.5676608,5,4
369,1961,-3.500998,2.568595,5,4
370,11,-0.052566875,0.74917185,2,5
370,12,-0.05433535,0.75010586,2,5
370,495,-0.9085074,1.2012577,5,2
370,993,-1.7892065,1.6664203,5,4
370,997,-1.7962804,1.6701565,2,5
370,1479,-2.6486838,2.1203742,5,2
370,1957,-3.4940135,2.5668557,5,4
370,1958,-3.4957821,2.5677898,5,4
370,1959,-3.4975505,2.568724,5,4
370,1960,-3.4993188,2.5696578,5,4
370,1961,-3.5010877,2.570592,5,4
370,1962,-3.502856,2.571526,5,4
371,11,-0.05265637,0.75116885,2,5
371,495,-0.90859693,1.2032547,5,2
371,997,-1.7963698,1.6721535,2,5
371,1479,-2.6487732,2.1223712,0,2
371,1958,-3.4958715,2.5697868,5,4
371,1959,-3.49764,2.570721,5,4
371,1960,-3.4994082,2.5716548,5,4
371,1961,-3.501177,2.572589,5,4
371,1962,-3.5029454,2.573523,5,4
371,1963,-3.504714,2.5744572,5,4
371,1964,-3.5064824,2.575391,5,4
372,10,-0.050977398,0.75223184,2,5
372,11,-0.05274587,0.75316584,2,5
372,996,-1.7946908,1.6732166,2,4
372,1478,-2.6470945,2.123434,5,2
372,1960,-3.499498,2.5736518,5,4
372,1961,-3.5012667,2.574586,5,4
372,1962,-3.503035,2.57552,5,4
372,1963,-3.5048037,2.5764542,5,4
372,1964,-3.506572,2.5773883,5,4
372,1965,-3.5083404,2.5783222,5,4
373,10,-0.051066894,0.7542289,2,5
373,494,-0.9070074,1.2063147,5,2
373,996,-1.7947804,1.6752136,2,4
373,1478,-2.647184,2.1254313,0,2
373,1961,-3.5013561,2.5765831,5,4
373,1962,-3.5031245,2.577517,5,4
373,1963,-3.504893,2.5784512,5,4
373,1964,-3.5066614,2.5793853,5,4
373,1965,-3.5084298,2.5803192,5,4
373,1966,-3.5101984,2.5812533,5,4
373,1967,-3.511967,2.5821874,5,4
374,9,-0.049387917,0.7552918,2,5
374,10,-0.051156387,0.7562259,2,5
374,995,-1.7931013,1.6762764,2,4
374,1477,-2.645505,2.1264942,5,2
374,1963,-3.5049825,2.5804482,5,4
374,1964,-3.5067508,2.5813823,5,4
374,1965,-3.5085192,2.5823162,5,4
374,1966,-3.5102878,2.5832503,5,4
374,1967,-3.5120564,2.5841844,5,4
374,1968,-3.5138247,2.5851185,5,4
375,0,-0.033561166,0.7488823,5,4
375,9,-0.049477413,0.7572889,2,5
375,493,-0.905418,1.2093747,5,2
375,995,-1.7931907,1.6782736,2,4
375,1477,-2.6455946,2.1284914,0,2
375,1964,-3.5068405,2.5833793,5,4
375,1965,-3.5086088,2.5843134,5,4
375,1966,-3.5103774,2.5852475,5,4
375,1967,-3.512146,2.5861816,5,4
375,1968,-3.5139143,2.5871155,5,4
375,1969,-3.515683,2.5880497,5,4
376,0,-0.033650663,0.7508793,5,4
376,1,-0.035419136,0.75181335,5,4
376,8,-0.04779844,0.7583518,2,5
376,9,-0.04956691,0.75928587,2,5
376,1476,-2.6439154,2.1295543,5,2
376,1966,-3.5104668,2.5872445,5,4
376,1967,-3.5122354,2.5881786,5,4
376,1968,-3.5140038,2.5891125,5,4
376,1969,-3.5157723,2.5900466,5,4
377,0,-0.03374016,0.7528763,5,4
377,1,-0.035508633,0.75381035,5,4
377,2,-0.037277102,0.7547444,5,4
377,3,-0.039045576,0.7556785,5,4
377,8,-0.047887936,0.7603488,2,5
377,492,-0.9038285,1.2124346,0,2
377,1967,-3.5123248,2.5901756,5,4
377,1968,-3.5140932,2.5911095,5,4
377,1969,-3.5158617,2.5920436,5,4
378,0,-0.03382965,0.7548733,5,4
378,1,-0.035598125,0.75580734,5,4
378,2,-0.037366595,0.7567414,5,4
378,3,-0.03913507,0.75767547,5,4
378,4,-0.04090354,0.75860953,5,4
378,7,-0.046208955,0.7614117,2,5
378,8,-0.04797743,0.7623458,2,5
378,994,-1.791691,1.6833305,2,4
378,1475,-2.642326,2.1326141,5,2
378,1969,-3.5159514,2.5940406,5,4
379,0,-0.033919152,0.7568703,5,4
379,1,-0.035687625,0.7578044,5,4
379,2,-0.037456095,0.75873846,5,4
379,3,-0.03922457,0.7596725,5,4
379,4,-0.040993042,0.7606066,5,4
379,5,-0.042761512,0.76154065,5,4
379,6,-0.044529986,0.7624747,5,4
379,7,-0.04629846,0.7634088,2,5
379,491,-0.90223897,1.2154946,0,2
380,2,-0.03754559,0.7607355,5,4
380,3,-0.039314065,0.7616696,5,4
380,4,-0.04108254,0.76260364,5,4
380,5,-0.04285101,0.7635377,5,4
380,6,-0.044619482,0.76447177,2,4
380,7,-0.046387956,0.76540583,2,4
381,3,-0.03940356,0.76366657,5,4
381,4,-0.041172035,0.76460063,5,4
381,5,-0.042940505,0.7655347,5,4
381,6,-0.04470898,0.76646876,2,4
381,7,-0.046477452,0.7674028,2,4
381,1474,-2.640826,2.1376712,5,2
382,5,-0.043029997,0.7675317,5,4
382,6,-0.04479847,0.76846576,2,4
383,5,-0.043119498,0.76952875,2,4
383,6,-0.04488797,0.7704628,2,4
383,1473,-2.6392365,2.140731,5,2
384,5,-0.043208994,0.77152574,2,4
384,1473,-2.6393259,2.142728,5,2
385,4,-0.04153002,0.7725887,2,4
385,5,-0.04329849,0.77352273,2,4
385,1472,-2.637647,2.1437912,5,2
386,4,-0.041619517,0.7745858,2,4
386,1472,-2.6377366,2.1457882,5,2
387,3,-0.03994054,0.7756487,2,4
387,4,-0.041709013,0.7765828,2,4
387,1471,-2.6360576,2.146851,5,2
387,1472,-2.637826,2.1477852,5,2
388,3,-0.040030036,0.7776457,2,4
388,1471,-2.6361473,2.148848,5,2
388,1472,-2.6379156,2.1497822,5,0
389,2,-0.03835106,0.77870864,2,4
389,3,-0.040119532,0.7796427,2,4
389,486,-0.8942916,1.2307944,0,2
389,1470,-2.634468,2.149911,5,2
389,1471,-2.6362367,2.150845,5,2
390,2,-0.038440555,0.7807057,2,4
390,1470,-2.6345575,2.151908,5,2
391,1,-0.036761582,0.7817686,2,4
391,2,-0.03853005,0.7827027,2,4
391,485,-0.8927021,1.2338544,5,2
391,1470,-2.6346471,2.153905,5,2
392,1,-0.03685108,0.7837656,2,4
392,485,-0.89279157,1.2358514,0,2
392,1469,-2.6329682,2.154968,5,2
393,0,-0.0351721,0.7848286,2,4
393,1,-0.036940575,0.78576267,2,4
393,1469,-2.6330576,2.156965,5,2
394,484,-0.8912021,1.2389115,5,2
394,1468,-2.6313787,2.1580281,5,2
395,0,-0.035351094,0.78882265,2,4
395,484,-0.8912916,1.2409085,5,2
395,1468,-2.631468,2.1600251,5,2
396,483,-0.8896126,1.2419714,5,2
396,1467,-2.629789,2.161088,5,2
397,483,-0.88970214,1.2439685,5,2
397,1467,-2.6298785,2.163085,5,2
398,482,-0.88802314,1.2450314,5,2
398,1466,-2.6281996,2.164148,5,2
398,1467,-2.629968,2.165082,5,2
399,482,-0.88811266,1.2470285,5,2
399,483,-0.88988113,1.2479625,0,5
399,1466,-2.6282892,2.166145,5,2
400,481,-0.88643366,1.2480913,5,2
400,1465,-2.62661,2.167208,5,2
400,1466,-2.6283786,2.168142,5,2
401,481,-0.8865232,1.2500885,5,2
401,1465,-2.6266994,2.169205,5,2
402,480,-0.8848442,1.2511513,5,2
402,1464,-2.6250207,2.170268,5,2
402,1465,-2.626789,2.171202,5,2
403,480,-0.8849337,1.2531483,5,2
403,482,-0.88847065,1.2550166,0,5
403,1464,-2.6251101,2.172265,5,2
404,1463,-2.6234314,2.173328,5,2
404,1464,-2.6251998,2.174262,5,2
405,479,-0.88334423,1.2562083,5,2
405,1463,-2.6235209,2.175325,5,2
406,479,-0.8834337,1.2582054,5,2
406,1462,-2.6218417,2.1763878,5,2
406,1463,-2.6236103,2.177322,5,2
407,478,-0.88175476,1.2592683,5,2
407,1462,-2.6219313,2.1783848,5,2
407,1467,-2.6307735,2.1830552,5,0
408,478,-0.8818442,1.2612654,5,2
408,1461,-2.6202521,2.179448,5,2
408,1462,-2.6220207,2.1803818,5,2
409,477,-0.8801653,1.2623284,5,2
409,1461,-2.6203415,2.181445,5,2
409,1462,-2.6221101,2.1823788,5,2
410,477,-0.88025475,1.2643254,5,2
410,1461,-2.6204312,2.1834419,5,2
411,476,-0.8785758,1.2653883,5,2
411,1460,-2.6187522,2.184505,5,2
411,1461,-2.6205206,2.1854389,5,2
411,1466,-2.629363,2.1901093,5,0
412,476,-0.87866527,1.2673852,5,2
412,1460,-2.618842,2.186502,5,2
413,475,-0.8769863,1.2684484,5,2
413,1459,-2.6171627,2.1875648,5,2
413,1460,-2.6189313,2.188499,5,2
414,474,-0.87530726,1.2695112,5,2
414,1459,-2.617252,2.1895618,5,2
415,1458,-2.6155734,2.1906247,5,2
415,1459,-2.6173418,2.1915588,5,2
416,473,-0.87371784,1.2725712,5,2
416,1458,-2.6156628,2.192622,5,2
416,1465,-2.628042,2.1991603,5,0
417,472,-0.87203884,1.2736342,5,2
417,1457,-2.6139839,2.1936848,5,2
417,1458,-2.6157522,2.194619,5,2
418,471,-0.8703599,1.2746971,5,2
418,1457,-2.6140735,2.1956818,5,2
419,471,-0.8704494,1.2766942,5,2
419,1456,-2.6123943,2.196745,5,2
420,470,-0.8687704,1.2777572,5,2
420,478,-0.8829182,1.2852297,5,0
420,1456,-2.612484,2.198742,5,2
421,469,-0.8670914,1.27882,5,2
421,1455,-2.6108048,2.1998048,5,2
421,1464,-2.6267211,2.2082114,5,0
423,468,-0.865502,1.28188,5,2
424,467,-0.86382294,1.282943,5,2
425,466,-0.862144,1.2840059,5,2
425,477,-0.8815972,1.2942805,5,0
426,466,-0.86223346,1.286003,5,2
427,465,-0.8605546,1.287066,5,2
427,1451,-2.604268,2.2080507,5,2
427,1463,-2.6254897,2.2192593,5,0
428,464,-0.8588755,1.2881289,5,2
429,463,-0.85719657,1.2891918,5,2
430,463,-0.8572861,1.2911888,5,2
431,462,-0.8556071,1.2922518,5,2
431,476,-0.8803657,1.3053286,5,0
432,461,-0.8539281,1.2933148,5,2
433,460,-0.85224915,1.2943777,5,2
433,1462,-2.624258,2.2303073,5,0
434,460,-0.8523387,1.2963748,5,2
435,459,-0.85065967,1.2974377,5,2
436,458,-0.84898067,1.2985007,5,2
437,457,-0.8473017,1.2995635,5,2
439,456,-0.84571224,1.3026236,5,2
439,1442,-2.5894258,2.2236083,2,5
440,455,-0.84403324,1.3036865,5,2
440,1461,-2.623116,2.2433524,5,0
441,454,-0.8423543,1.3047495,5,2
441,1461,-2.6232057,2.2453494,5,0
442,453,-0.84067535,1.3058125,5,2
443,453,-0.8407648,1.3078095,5,2
444,452,-0.8390858,1.3088725,5,2
445,451,-0.8374069,1.3099353,5,2
446,450,-0.8357278,1.3109984,5,2
448,449,-0.8341384,1.3140583,5,2
448,1435,-2.5778518,2.235043,2,5
449,448,-0.83245945,1.3151213,5,2
450,447,-0.8307805,1.3161843,5,2
451,446,-0.8291015,1.3172472,5,2
451,1460,-2.622332,2.2643857,5,0
452,1460,-2.6224217,2.2663827,5,0
453,1431,-2.5712254,2.241292,2,5
453,1460,-2.6225111,2.2683797,5,0
454,444,-0.8258331,1.3213701,5,2
455,443,-0.824154,1.3224331,5,2
456,442,-0.8224751,1.3234961,5,2
457,441,-0.82079613,1.324559,5,2
459,1426,-2.56292,2.2486038,2,5
460,439,-0.81752765,1.328682,5,2
461,438,-0.81584865,1.3297449,5,2
462,437,-0.81416965,1.3308079,5,2
463,436,-0.81249076,1.3318708,5,2
467,433,-0.8075433,1.3370568,5,2
468,432,-0.80586433,1.3381197,5,2
469,431,-0.80418533,1.3391826,5,2
470,430,-0.8025064,1.3402456,5,2
471,429,-0.8008274,1.3413086,5,2
472,428,-0.79914844,1.3423715,5,2
477,424,-0.792522,1.3486203,5,2
478,423,-0.79084307,1.3496833,5,2
479,422,-0.78916407,1.3507463,5,2
480,421,-0.787485,1.3518093,5,2
481,420,-0.7858061,1.3528723,5,2
482,419,-0.7841271,1.3539351,5,2
483,418,-0.7824481,1.3549981,5,2
484,417,-0.7807692,1.356061,5,2
492,474,-0.882288,1.4252787,0,5
493,474,-0.8823775,1.4272758,0,5
495,407,-0.7640689,1.3686876,5,2
496,406,-0.76238996,1.3697506,5,2
497,405,-0.76071095,1.3708135,5,2
498,404,-0.759032,1.3718765,5,2
499,403,-0.757353,1.3729396,5,2
499,475,-0.884683,1.440192,0,5
500,402,-0.755674,1.3740025,5,2
501,401,-0.75399506,1.3750653,5,2
502,400,-0.7523161,1.3761284,5,2
503,399,-0.7506371,1.3771913,5,2
504,476,-0.886899,1.4511111,0,5
505,476,-0.88698846,1.4531082,0,5
